"lat.x","lon.x","year","eventDate","scientificName","weather_station_id","stname","lat.y","lon.y","address","city","state"
-36.4544,141.669125,2024,2024-03-16 12:31:00,"Psephotellus varius","948270-99999","NHILL AERODROME",-36.317,141.633,"Nhill, Shire of Hindmarsh, Victoria, 3418, Australia","Nhill","Victoria"
-36.105118,141.964608,2024,2024-05-25 15:46:00,"Psephotellus varius","948270-99999","NHILL AERODROME",-36.317,141.633,"Nhill, Shire of Hindmarsh, Victoria, 3418, Australia","Nhill","Victoria"
-35.824274,141.996644,2024,2024-05-16 10:49:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.648973,141.608884,2024,2024-01-26 16:15:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.62604,141.15234,2024,2024-03-16 11:43:00,"Psephotellus varius","946900-99999","AUSTIN PLAINS",-35.378,140.538,"Lehmann Road, Lameroo, Southern Mallee District Council, South Australia, 5302, Australia","Lehmann Road","South Australia"
-35.62604,141.15234,2024,2024-03-16 11:43:00,"Psephotellus varius","946900-99999","AUSTIN PLAINS",-35.378,140.538,"Lehmann Road, Lameroo, Southern Mallee District Council, South Australia, 5302, Australia","Lehmann Road","South Australia"
-35.610708,140.398098,2024,2024-12-03 10:18:00,"Psephotellus varius","946900-99999","AUSTIN PLAINS",-35.378,140.538,"Lehmann Road, Lameroo, Southern Mallee District Council, South Australia, 5302, Australia","Lehmann Road","South Australia"
-35.60539,142.12188,2024,2024-03-29 13:57:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.603634,142.004715,2024,2024-04-06 12:47:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.603314,141.998392,2024,2024-04-07 07:58:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.60306,141.99722,2024,2024-04-12 08:30:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.584424,142.0504,2024,2024-04-07 14:53:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.580507,142.059729,2024,2024-03-29 09:33:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.580507,142.059729,2024,2024-04-17 15:35:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.463396,142.242419,2024,2024-04-30 08:59:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-04-02 08:19:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-01-27 08:08:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-03-12 07:43:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-01-26 14:55:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-05-05 08:15:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-03-24 15:11:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-01-08 07:52:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-04-08 16:05:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-04-29 08:19:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-03-24 15:27:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-04-03 09:38:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
-35.45954,142.238206,2024,2024-02-09 09:05:00,"Psephotellus varius","948380-99999","HOPETOUN AIRPORT",-35.717,142.35,"Burroin Road, Hopetoun, Shire of Yarriambiack, Victoria, 3396, Australia","Burroin Road","Victoria"
