"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-01,2024,1,1,1,23,24,21.2,24,1014.8,24,1013.3,24,NA,0,3.8,24,6.2,NA,28.4,"*",21.5,"*",14.22,"G",NA,0,1,0,0,1,0,2.5,2.8,89.6
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-02,2024,1,2,2,24.2,24,21.8,24,1012.6,24,1011.1,24,NA,0,3.5,24,6.7,NA,27,"*",21.4,NA,1.52,"G",NA,0,1,0,0,0,0,2.6,3,86.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-03,2024,1,3,3,25.4,24,21.6,24,1012.9,24,1011.4,24,NA,0,3.2,24,6.2,NA,28.7,"*",21.9,"*",0,"G",NA,0,0,0,0,0,0,2.6,3.2,79.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-04,2024,1,4,4,26.7,24,22.7,24,1012.6,24,1011.1,24,NA,0,3.4,24,5.1,NA,30.5,"*",21.8,NA,0.25,"G",NA,0,1,0,0,0,0,2.8,3.5,78.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-05,2024,1,5,5,26.8,24,22.2,24,1014.1,24,1012.6,24,NA,0,4.6,24,6.2,NA,30.7,"*",23.4,NA,0,"G",NA,0,0,0,0,0,0,2.7,3.5,75.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-06,2024,1,6,6,24.9,24,21.1,24,1015,24,1013.5,24,NA,0,4.2,24,6.2,NA,29.3,"*",21.4,"*",2.03,"G",NA,0,1,0,0,0,0,2.5,3.1,79.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-07,2024,1,7,7,25.3,24,22.7,24,1014.5,24,1013,24,NA,0,3.9,24,7.7,NA,28.8,"*",21.3,NA,8.13,"G",NA,0,1,0,0,0,0,2.8,3.2,85.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-08,2024,1,8,8,26.9,24,23.6,24,1012.9,24,1011.4,24,NA,0,2.9,24,4.6,NA,28.9,"*",23.2,NA,5.33,"G",NA,0,1,0,0,0,0,2.9,3.5,82.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-09,2024,1,9,9,27.1,24,23.4,24,1012,24,1010.5,24,NA,0,2.9,24,6.2,NA,30.2,NA,24.3,"*",0.25,"G",NA,0,1,0,0,0,0,2.9,3.6,80.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-10,2024,1,10,10,26.3,24,21.8,24,1012.6,24,1011.1,24,NA,0,3.5,24,5.7,NA,30.5,"*",21.8,"*",0.51,"G",NA,0,0,0,0,0,0,2.6,3.4,76.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-11,2024,1,11,11,26.8,24,21.2,24,1013.6,24,1012.1,24,NA,0,4.8,24,6.7,NA,30.6,"*",21.7,NA,3.81,"G",NA,0,1,0,0,0,0,2.5,3.5,71.4
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-12,2024,1,12,12,25.9,24,23.1,24,1012,24,1010.5,24,NA,0,4.1,24,6.2,NA,29.5,"*",22.8,NA,13.72,"G",NA,0,1,0,0,0,0,2.8,3.3,84.6
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-13,2024,1,13,13,25.8,23,23.1,23,1010.8,23,1009.3,23,NA,0,3.9,23,6.7,NA,29.5,"*",23.5,NA,2.29,"G",NA,0,1,0,0,0,0,2.8,3.3,85.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-14,2024,1,14,14,26.8,24,22.6,24,1010.2,24,1008.7,24,NA,0,4.3,24,6.7,NA,30,"*",23.5,NA,0.51,"G",NA,0,1,0,0,0,0,2.7,3.5,77.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-15,2024,1,15,15,26.9,24,23.4,24,1009.5,24,1008,24,NA,0,3.8,24,8.8,NA,32,NA,23.7,"*",0.51,"G",NA,0,1,0,0,0,0,2.9,3.5,81.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-16,2024,1,16,16,27.3,24,23.4,24,1008.9,24,1007.4,24,NA,0,4.1,24,7.2,NA,31.7,NA,23.6,NA,0.51,"G",NA,0,0,0,0,0,0,2.9,3.6,79.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-17,2024,1,17,17,26.7,24,24.3,24,1007.2,24,1005.7,24,NA,0,2.8,24,5.7,NA,32,NA,23.2,NA,56.9,"G",NA,0,1,0,0,0,0,3,3.5,86.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-18,2024,1,18,18,27.8,24,24.4,24,1005.8,24,1004.3,24,NA,0,2.9,24,5.1,NA,31,NA,24.6,NA,0,"G",NA,0,0,0,0,0,0,3.1,3.7,81.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-19,2024,1,19,19,28.9,24,24.4,24,1006.8,24,1005.3,24,NA,0,2.9,24,4.6,NA,32.7,NA,25,NA,0,"G",NA,0,0,0,0,0,0,3.1,4,76.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-20,2024,1,20,20,28.3,24,23.9,24,1008.4,24,1006.9,24,NA,0,4,24,6.7,NA,33.4,NA,24.3,"*",0,"G",NA,0,0,0,0,0,0,3,3.8,77.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-21,2024,1,21,21,28.6,24,23.8,24,1008.1,24,1006.6,24,NA,0,2.9,24,5.7,NA,33.3,NA,23.9,NA,0,"G",NA,0,0,0,0,0,0,2.9,3.9,75.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-22,2024,1,22,22,28.9,24,24.2,24,1007.9,24,1006.4,24,NA,0,3.7,24,4.6,NA,33.3,NA,24,NA,1.52,"G",NA,0,1,0,0,0,0,3,4,75.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-23,2024,1,23,23,27.5,23,22.7,23,1010.7,23,1009.2,23,NA,0,5.2,23,7.7,NA,30.9,NA,25.8,"*",0,"G",NA,0,0,0,0,0,0,2.8,3.7,75.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-24,2024,1,24,24,28.1,24,21.2,24,1012.5,24,1011,24,NA,0,4.6,24,6.2,NA,31.2,"*",25.7,NA,0,"G",NA,0,0,0,0,0,0,2.5,3.8,66.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-25,2024,1,25,25,28.5,24,22.9,24,1011.1,24,1009.6,24,NA,0,4.9,24,6.7,NA,31.7,"*",25.5,NA,0.51,"G",NA,0,1,0,0,0,0,2.8,3.9,71.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-26,2024,1,26,26,29.3,24,25.7,24,1007,24,1005.5,24,NA,0,5.5,24,7.2,NA,31.7,"*",26.3,NA,1.52,"G",NA,0,1,0,0,0,0,3.3,4.1,81
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-27,2024,1,27,27,29.8,24,25.8,24,1005.3,24,1003.8,24,NA,0,5.6,24,7.2,NA,32.1,"*",27.5,NA,0.51,"G",NA,0,1,0,0,0,0,3.3,4.2,79.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-28,2024,1,28,28,28.4,24,26.3,24,1007.6,24,1006.1,24,NA,0,2.8,24,5.1,NA,30.6,"*",26.7,"*",7.11,"G",NA,0,1,0,0,0,0,3.4,3.9,88.4
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-29,2024,1,29,29,27.9,24,25.7,24,1007.9,24,1006.4,24,NA,0,3.1,24,5.7,NA,31,"*",25.7,"*",20.07,"G",NA,0,1,0,0,0,0,3.3,3.8,87.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-30,2024,1,30,30,26.1,24,24.5,24,1006.4,24,1004.9,24,NA,0,3.3,24,5.7,NA,28.7,"*",24.3,NA,15.49,"G",NA,0,1,0,0,0,0,3.1,3.4,90.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-01-31,2024,1,31,31,25.9,24,22.1,24,1006.5,24,1005,24,NA,0,5.7,24,8.2,NA,28.5,"*",24.3,"*",1.27,"G",NA,0,1,0,0,0,0,2.7,3.3,79.6
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-01,2024,2,1,32,25.6,24,20.8,24,1007.8,24,1006.3,24,NA,0,4.4,24,7.2,NA,29.6,"*",21.2,"*",0.51,"G",NA,0,0,0,0,0,0,2.5,3.3,74.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-02,2024,2,2,33,26.4,24,21.1,24,1007.9,24,1006.4,24,NA,0,2.7,24,5.7,NA,30.7,"*",21.2,NA,0,"G",NA,0,0,0,0,0,0,2.5,3.4,72.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-03,2024,2,3,34,26.8,24,21.6,24,1011.7,24,1010.2,24,NA,0,3.1,24,6.2,NA,31.8,NA,21.8,NA,0,"G",NA,0,0,0,0,0,0,2.6,3.5,73.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-04,2024,2,4,35,27.7,24,21.7,24,1011.7,24,1010.2,24,NA,0,3.3,24,5.1,NA,32.1,"*",21.9,"*",0,"G",NA,0,0,0,0,0,0,2.6,3.7,69.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-05,2024,2,5,36,26.9,24,23.1,24,1010.1,24,1008.6,24,NA,0,3.4,24,6.7,NA,30.4,"*",21.8,NA,1.52,"G",NA,0,1,0,0,0,0,2.8,3.5,79.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-06,2024,2,6,37,28.8,24,23.7,24,1009.3,24,1007.8,24,NA,0,3.8,24,6.2,NA,33.2,"*",23.2,NA,0,"G",NA,0,0,0,0,0,0,2.9,4,74
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-07,2024,2,7,38,27.6,24,22.5,24,1012.1,24,1010.6,24,NA,0,4.6,24,7.7,NA,31.8,"*",23.6,"*",7.62,"G",NA,0,1,0,0,0,0,2.7,3.7,73.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-08,2024,2,8,39,27.4,24,20.9,24,1014.2,24,1012.7,24,NA,0,4.9,24,6.7,NA,30.9,"*",23.6,NA,2.54,"G",NA,0,1,0,0,0,0,2.5,3.6,67.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-09,2024,2,9,40,26.6,24,20.4,24,1014.4,24,1012.9,24,NA,0,4.2,24,7.2,NA,31.1,"*",22.1,"*",0,"G",NA,0,0,0,0,0,0,2.4,3.5,68.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-10,2024,2,10,41,26.2,24,21.2,24,1014.1,24,1012.6,24,NA,0,4.3,24,6.7,NA,30.6,"*",21.9,NA,1.52,"G",NA,0,1,0,0,0,0,2.5,3.4,74
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-11,2024,2,11,42,26,24,21.4,24,1015,24,1013.5,24,NA,0,4.2,24,7.2,NA,29.2,"*",22.3,NA,3.05,"G",NA,0,1,0,0,0,0,2.5,3.4,75.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-12,2024,2,12,43,25.9,24,21.7,24,1015.5,24,1014,24,NA,0,4.1,24,6.2,NA,29.7,"*",22,NA,0.51,"G",NA,0,1,0,0,0,0,2.6,3.3,77.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-13,2024,2,13,44,25.7,24,23,24,1013.9,24,1012.4,24,NA,0,3.2,24,7.2,NA,29.2,"*",22.8,NA,40.13,"G",NA,0,1,0,0,0,0,2.8,3.3,85.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-14,2024,2,14,45,25.2,24,23.5,24,1013.5,24,1012,24,NA,0,2.4,24,3.1,NA,28.2,"*",23.1,NA,2.79,"G",NA,0,1,0,0,1,0,2.9,3.2,90.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-15,2024,2,15,46,25.3,23,22.2,23,1015.1,23,1013.6,23,NA,0,3.5,23,5.7,NA,28.3,"*",23,"*",5.84,"G",NA,0,1,0,0,0,0,2.7,3.2,83
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-16,2024,2,16,47,23.4,23,21.2,23,1016.8,23,1015.3,23,NA,0,4,23,5.7,NA,28.1,"*",21.5,"*",3.3,"G",NA,0,1,0,0,0,0,2.5,2.9,87.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-17,2024,2,17,48,25.4,24,21.1,24,1016.7,24,1015.2,24,NA,0,4.2,24,7.7,NA,30,"*",20.8,"*",0,"G",NA,0,0,0,0,0,0,2.5,3.2,77.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-18,2024,2,18,49,25.6,24,20.8,24,1015.2,24,1013.7,24,NA,0,3.7,24,6.7,NA,30.1,"*",20.6,NA,0.25,"G",NA,0,0,0,0,0,0,2.5,3.3,74.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-19,2024,2,19,50,26.2,24,21.1,24,1013.6,24,1012.1,24,NA,0,3.7,24,6.2,NA,30.7,"*",21.4,NA,0,"G",NA,0,0,0,0,0,0,2.5,3.4,73.6
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-20,2024,2,20,51,26.2,24,21.5,24,1013,24,1011.5,24,NA,0,3,24,6.2,NA,30.4,"*",21.6,NA,0,"G",NA,0,0,0,0,0,0,2.6,3.4,75.4
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-21,2024,2,21,52,26.6,24,21.7,24,1012.9,24,1011.4,24,NA,0,3.4,24,6.2,NA,31.7,"*",21.9,NA,0,"G",NA,0,0,0,0,0,0,2.6,3.5,74.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-22,2024,2,22,53,27.4,24,22.2,24,1012.9,24,1011.4,24,NA,0,2.6,24,5.7,NA,31.7,"*",22.2,NA,0,"G",NA,0,0,0,0,0,0,2.7,3.6,73.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-23,2024,2,23,54,28.7,24,21.9,24,1011.4,24,1009.9,24,NA,0,3.4,24,5.1,NA,32.4,"*",23.4,NA,0,"G",NA,0,0,0,0,0,0,2.6,3.9,66.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-24,2024,2,24,55,27.2,24,22.8,24,1011.9,24,1010.4,24,NA,0,3.1,24,6.2,NA,32,"*",24.1,"*",1.78,"G",NA,0,1,0,0,0,0,2.8,3.6,76.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-25,2024,2,25,56,26.6,24,22.9,24,1012.3,24,1010.8,24,NA,0,3.4,24,5.1,NA,29.8,"*",23.3,"*",0.51,"G",NA,0,1,0,0,0,0,2.8,3.5,80.2
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-26,2024,2,26,57,26.9,24,22.3,24,1013,24,1011.5,24,NA,0,3.7,24,6.2,NA,31.5,"*",22.4,"*",0.25,"G",NA,0,0,0,0,0,0,2.7,3.5,75.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-27,2024,2,27,58,26.6,24,20.4,24,1015.8,24,1014.3,24,NA,0,3.9,24,6.2,NA,30.9,"*",21.6,"*",0,"G",NA,0,0,0,0,0,0,2.4,3.5,68.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-28,2024,2,28,59,26.9,23,20.4,23,1017.2,23,1015.7,23,NA,0,3.8,23,5.7,NA,31.2,"*",21.3,"*",0,"G",NA,0,0,0,0,0,0,2.4,3.5,67.6
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-02-29,2024,2,29,60,25.9,24,18.9,24,1015.9,24,1014.4,24,NA,0,3.3,24,5.7,NA,31.3,"*",20,"*",0,"G",NA,0,0,0,0,0,0,2.2,3.3,65.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-01,2024,3,1,61,25.7,23,18.9,23,1015,23,1013.5,23,NA,0,3,23,5.7,NA,30.7,"*",19.9,NA,0,"G",NA,0,0,0,0,0,0,2.2,3.3,66.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-02,2024,3,2,62,28.2,24,21.7,24,1013.8,24,1012.3,24,NA,0,4,24,5.7,NA,31.4,"*",19.9,NA,0,"G",NA,0,0,0,0,0,0,2.6,3.8,67.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-03,2024,3,3,63,26.2,24,22.3,24,1013.7,24,1012.2,24,NA,0,3.3,24,6.2,NA,30.8,"*",22,"*",9.4,"G",NA,0,1,0,0,1,0,2.7,3.4,79.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-04,2024,3,4,64,25.9,24,22.6,24,1016.1,24,1014.6,24,NA,0,4.3,24,7.7,NA,29.7,"*",22,NA,13.97,"G",NA,0,1,0,0,1,0,2.7,3.3,82
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-05,2024,3,5,65,26.2,24,19.2,24,1017.8,24,1016.3,24,NA,0,5.3,24,7.7,NA,29,"*",22.3,NA,0,"G",NA,0,0,0,0,0,0,2.2,3.4,65.4
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-06,2024,3,6,66,25.1,24,20.1,24,1017.6,24,1016.1,24,NA,0,4.1,24,6.7,NA,29.5,"*",21.4,"*",0,"G",NA,0,0,0,0,0,0,2.3,3.2,73.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-07,2024,3,7,67,25.6,23,20.6,23,1017.6,23,1016.1,23,NA,0,4.5,23,6.7,NA,30,"*",21.2,NA,1.52,"G",NA,0,1,0,0,0,0,2.4,3.3,73.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-08,2024,3,8,68,25.6,24,20.3,24,1017.5,24,1016,24,NA,0,5.1,24,9.3,NA,29.8,"*",22.3,NA,6.35,"G",NA,0,1,0,0,0,0,2.4,3.3,72.5
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-09,2024,3,9,69,25,24,20.6,24,1018,24,1016.5,24,NA,0,5,24,7.2,NA,28.7,"*",22.5,NA,7.62,"G",NA,0,1,0,0,0,0,2.4,3.2,76.6
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-10,2024,3,10,70,24.4,24,21.1,24,1018.5,24,1017,24,NA,0,4.5,24,6.7,NA,28.3,"*",22.2,"*",15.75,"G",NA,0,1,0,0,0,0,2.5,3.1,81.9
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-11,2024,3,11,71,25.7,24,20.8,24,1015.6,24,1014.1,24,NA,0,4.9,24,8.2,NA,29.2,"*",22,NA,0.76,"G",NA,0,1,0,0,0,0,2.5,3.3,74.4
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-12,2024,3,12,72,24.5,23,20.9,23,1012.5,23,1011,23,NA,0,4.3,23,7.2,NA,29.2,NA,21.9,"*",3.3,"G",NA,0,1,0,0,0,0,2.5,3.1,80.4
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-13,2024,3,13,73,25.5,24,20.8,24,1009.9,24,1008.4,24,NA,0,4.7,24,6.2,NA,28.2,"*",21.8,NA,2.03,"G",NA,0,1,0,0,0,0,2.5,3.3,75.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-14,2024,3,14,74,25.2,24,22.7,24,1009,24,1007.5,24,NA,0,3.8,24,6.2,NA,29.6,"*",22.1,"*",5.84,"G",NA,0,1,0,0,0,0,2.8,3.2,86.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-15,2024,3,15,75,25.7,24,21.1,24,1012.3,24,1010.8,24,NA,0,4.8,24,7.2,NA,29.3,"*",22.1,NA,5.84,"G",NA,0,1,0,0,0,0,2.5,3.3,75.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-16,2024,3,16,76,23.8,24,20,24,1013.2,24,1011.7,24,NA,0,4.3,24,7.2,NA,28.6,"*",20.5,"*",1.27,"G",NA,0,1,0,0,0,0,2.3,2.9,79.3
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-17,2024,3,17,77,25.5,24,21.2,24,1011.9,24,1010.4,24,NA,0,3.3,24,5.1,NA,29.1,"*",20.4,NA,0,"G",NA,0,0,0,0,0,0,2.5,3.3,77.1
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-18,2024,3,18,78,25.2,24,20.4,24,1013.5,24,1012,24,NA,0,3.4,24,6.7,NA,29.5,"*",21.2,"*",0,"G",NA,0,0,0,0,0,0,2.4,3.2,74.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-19,2024,3,19,79,26.2,23,20.9,23,1014.9,23,1013.4,23,NA,0,3.8,23,6.7,NA,30.2,"*",21,NA,1.27,"G",NA,0,0,0,0,0,0,2.5,3.4,72.7
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-20,2024,3,20,80,26.2,24,21.8,24,1015.5,24,1014,24,NA,0,3.8,24,5.1,NA,29.3,"*",22.3,NA,0.51,"G",NA,0,1,0,0,0,0,2.6,3.4,76.8
"955650-99999","HERVEY BAY AIRPORT","AS","AUSTRALIA","AU","AUS","",-25.317,152.883,15,20010915,20240909,2024-03-21,2024,3,21,81,23.3,24,21.4,24,1017.7,24,1016.2,24,NA,0,4.1,24,5.7,NA,29,"*",21.3,"*",32,"G",NA,0,1,0,0,0,0,2.5,2.9,89.1
